ra,dec,b1mag
296.467638,-2.883454,6.47
4.674449,-8.053002,6.47
214.203062,-8.884474,6.47
297.209053,-12.319421,6.47
50.901271,0.910085,6.47
228.97319,6.464839,6.47
353.869074,1.31314,6.47
357.205693,2.214414,6.47
101.475827,12.693562,6.47
262.594392,11.924015,6.47
325.915703,7.528656,6.47
303.268407,-0.330795,6.47
67.509542,10.262215,6.47
86.255367,12.888332,6.47
242.152133,8.613176,6.47
348.497335,19.633899,6.47
192.05973,13.55302,6.47
111.1152,15.517196,6.47
185.202985,15.540986,6.47
323.691301,18.328929,6.47
285.272644,19.309604,6.47
178.808566,36.756378,6.47
106.853658,28.176696,6.47
122.396591,29.093076,6.47
63.498723,37.967148,6.47
304.117311,37.056395,6.47
314.852581,42.324466,6.47
341.220755,39.201028,6.47
153.776409,31.468066,6.47
307.901101,34.330373,6.47
137.017316,32.540399,6.47
212.19186,59.337648,6.47
228.961276,50.938456,6.47
95.776538,56.976349,6.47
27.31475,47.896948,6.47
206.305052,55.879347,6.47
293.983108,50.238617,6.47
129.791967,59.939128,6.47
359.38972,60.0236,6.47
86.750181,51.520871,6.47
293.693124,63.434172,6.47
323.858073,68.21929,6.47
111.857658,66.331572,6.47
265.185429,-67.854172,6.48
175.562165,-75.227317,6.48
268.325773,-65.488601,6.48
214.22979,-77.664221,6.48
153.342868,-56.586697,6.48
293.058297,-44.546383,6.48
200.967144,-49.822811,6.48
91.757882,-45.09151,6.48
226.510062,-48.883392,6.48
78.911726,-52.182179,6.48
92.347603,-49.562831,6.48
137.437486,-49.424383,6.48
123.025242,-43.40044,6.48
181.0696,-51.472518,6.48
263.92945,-37.439878,6.48
283.848153,-37.386601,6.48
165.557714,-41.114145,6.48
126.573861,-39.058954,6.48
128.332752,-38.370675,6.48
143.799265,-35.82375,6.48
204.210715,-34.467839,6.48
271.763511,-26.745492,6.48
53.718358,-25.582826,6.48
226.391272,-30.550863,6.48
32.395005,-24.345786,6.48
344.100221,-31.565567,6.48
176.815866,-30.28651,6.48
177.654924,-27.277937,6.48
202.888201,-28.11274,6.48
261.791174,-15.85336,6.48
268.979041,-18.802156,6.48
41.687935,-21.63952,6.48
132.437261,-21.048441,6.48
99.595452,-23.580321,6.48
254.673174,-14.869674,6.48
137.185509,-16.277321,6.48
147.921734,-11.340507,6.48
282.629876,-13.572261,6.48
319.164463,-1.607758,6.48
185.828614,-11.812117,6.48
123.340732,-1.165885,6.48
249.390666,5.277525,6.48
278.697891,10.892009,6.48
316.66601,3.803119,6.48
128.166128,10.066009,6.48
203.88927,10.204962,6.48
6.15898,14.315514,6.48
86.894438,25.568622,6.48
149.608494,27.758999,6.48
337.046355,27.018806,6.48
138.405257,21.283206,6.48
109.427691,38.876264,6.48
154.636732,43.048445,6.48
100.407325,35.931928,6.48
327.417057,41.148787,6.48
1.517731,40.418534,6.48
104.327094,37.394724,6.48
204.166236,49.486648,6.48
92.806702,60.453487,6.48
269.717942,45.476221,6.48
250.615884,49.936441,6.48
122.825335,54.540238,6.48
45.986428,47.848479,6.48
34.215484,57.055246,6.48
29.496816,47.095521,6.48
81.247566,73.707198,6.48
159.008152,80.49463,6.48
3.978724,-75.911615,6.49
78.853488,-73.588475,6.49
277.026763,-84.387256,6.49
341.898595,-65.560252,6.49
284.871951,-70.468653,6.49
111.154698,-71.470656,6.49
305.367726,-66.749689,6.49
325.995962,-57.325247,6.49
210.072463,-61.481028,6.49
123.440214,-46.578684,6.49
253.631476,-49.7108,6.49
341.617889,-49.68579,6.49
128.168758,-47.042108,6.49
56.210347,-48.0613,6.49
230.854084,-46.140416,6.49
357.648496,-47.376942,6.49
349.207626,-41.194395,6.49
133.108902,-32.509323,6.49
132.981642,-40.986584,6.49
232.959286,-32.881111,6.49
32.451955,-40.8665,6.49
80.799982,-26.705434,6.49
349.763728,-28.387846,6.49
274.733328,-29.456314,6.49
273.263354,-29.419521,6.49
274.44121,-28.254876,6.49
202.007837,-26.402235,6.49
272.978717,-27.708694,6.49
278.838879,-20.840444,6.49
117.419843,-19.505518,6.49
95.14649,-23.637963,6.49
218.711372,-20.439382,6.49
158.911933,-18.568978,6.49
228.050048,-19.106481,6.49
179.789044,-10.475896,6.49
53.988529,-5.124951,6.49
105.163909,-9.202967,6.49
84.878504,-9.706629,6.49
33.065699,2.745552,6.49
117.712912,4.459514,6.49
53.704505,6.417691,6.49
80.330442,4.011949,6.49
17.870718,10.291909,6.49
173.401444,2.499033,6.49
62.429196,3.322697,6.49
134.86201,13.07439,6.49
69.311575,18.543032,6.49
204.532867,14.301926,6.49
233.469607,17.137358,6.49
146.842476,23.647686,6.49
308.541597,20.985186,6.49
243.668307,33.857521,6.49
117.81393,37.082085,6.49
179.989069,34.034748,6.49
81.186669,36.199945,6.49
156.437178,35.425429,6.49
102.43451,37.512748,6.49
202.109341,40.729646,6.49
204.812124,51.804213,6.49
80.00966,44.425383,6.49
143.296869,45.513758,6.49
90.688083,47.809529,6.49
304.983509,46.83732,6.49
306.134852,53.551934,6.49
78.380184,62.691132,6.49
302.343157,56.026829,6.49
209.383573,61.492861,6.49
261.520153,58.651897,6.49
86.884334,63.598848,6.49
61.794912,74.000359,6.49
106.465294,70.731924,6.49
24.446657,64.739358,6.49
174.426337,77.595698,6.49
232.079575,-88.133019,6.5
147.753215,-80.061065,6.5
222.404356,-68.936191,6.5
242.49657,-62.967154,6.5
259.715447,-62.874576,6.5
25.339493,-79.148196,6.5
130.800963,-79.070083,6.5
269.101235,-65.721734,6.5
11.147474,-78.082195,6.5
100.240044,-71.775188,6.5
202.28296,-64.675789,6.5
164.33411,-69.038049,6.5
200.145984,-59.772785,6.5
166.012114,-54.197763,6.5
190.52697,-54.760858,6.5
148.250385,-55.373208,6.5
190.86801,-58.902739,6.5
163.338212,-58.893457,6.5
150.419621,-53.364094,6.5
126.740577,-52.704951,6.5
161.095451,-59.993324,6.5
159.689076,-59.26242,6.5
173.926418,-61.287874,6.5
0.143095,-53.097713,6.5
124.482232,-59.166828,6.5
170.985649,-57.880437,6.5
198.232104,-59.816602,6.5
329.014355,-52.463759,6.5
257.586834,-46.738382,6.5
151.257629,-51.313628,6.5
188.496289,-49.909802,6.5
55.541064,-45.957889,6.5
211.922566,-49.867323,6.5
290.657287,-51.231284,6.5
201.776616,-49.143709,6.5
32.520054,-43.815574,6.5
231.296618,-47.217433,6.5
203.620678,-48.272181,6.5
157.986016,-45.069672,6.5
82.458912,-47.076288,6.5
221.802466,-52.205264,6.5
255.059355,-44.988549,6.5
151.530045,-52.187939,6.5
224.536673,-48.862994,6.5
133.170008,-52.128922,6.5
277.734344,-48.014839,6.5
224.257983,-51.447245,6.5
120.081375,-45.456946,6.5
127.663442,-44.737322,6.5
199.132629,-44.704374,6.5
80.320259,-34.345037,6.5
272.499851,-32.719639,6.5
278.137377,-32.698517,6.5
96.781604,-37.895511,6.5
32.023688,-41.88042,6.5
268.43958,-34.786035,6.5
27.453611,-38.402812,6.5
139.949737,-34.103336,6.5
180.901394,-39.009059,6.5
178.607588,-37.748949,6.5
128.243757,-34.634036,6.5
269.067001,-32.474992,6.5
110.99306,-35.837837,6.5
250.948323,-38.156348,6.5
201.811101,-40.162672,6.5
76.108987,-35.705109,6.5
207.229359,-35.700979,6.5
184.980314,-26.736926,6.5
103.978214,-31.790191,6.5
197.913331,-26.551721,6.5
149.195187,-26.549666,6.5
230.688371,-29.341934,6.5
123.968899,-30.925955,6.5
226.638309,-30.918488,6.5
148.241783,-27.332173,6.5
151.438634,-30.891671,6.5
13.301906,-24.776895,6.5
114.862425,-26.863103,6.5
183.776666,-29.237257,6.5
274.436429,-28.665512,6.5
311.304669,-27.247281,6.5
53.639962,-31.874797,6.5
227.463749,-23.985966,6.5
121.816689,-17.368744,6.5
336.450149,-20.236949,6.5
4.176429,-20.210061,6.5
239.271705,-16.034414,6.5
180.175945,-21.837502,6.5
351.647799,-21.740831,6.5
23.714878,-23.69969,6.5
99.900943,-23.695669,6.5
127.150162,-23.070982,6.5
284.849264,-19.279357,6.5
263.850225,-18.057721,6.5
155.283163,-17.984959,6.5
221.490656,-15.459542,6.5
86.862042,-10.532967,6.5
138.108523,-7.10984,6.5
65.161011,-6.245997,6.5
280.650492,-7.073658,6.5
268.531519,-11.337538,6.5
40.8705,-2.531469,6.5
96.753647,-4.355659,6.5
34.919902,-4.345576,6.5
241.499228,-6.139759,6.5
174.963003,-14.468539,6.5
193.408843,-4.224654,6.5
352.881259,-4.087404,6.5
319.074071,-9.214652,6.5
110.577453,-2.979161,6.5
21.468185,-3.927391,6.5
96.446403,-3.889033,6.5
93.858958,-9.035754,6.5
202.607182,-6.470278,6.5
276.786938,-8.040407,6.5
257.056862,-1.079464,6.5
340.19985,-3.55427,6.5
120.264194,-6.419192,6.5
315.748446,-0.924745,6.5
96.539791,-3.515701,6.5
213.419961,-0.845464,6.5
142.989903,9.715765,6.5
344.8644,0.962925,6.5
133.100762,5.340313,6.5
262.838901,2.724518,6.5
228.196549,10.702304,6.5
21.723148,3.535614,6.5
73.99313,5.399024,6.5
257.690637,12.466983,6.5
169.322507,2.010564,6.5
69.476407,7.317626,6.5
295.180517,-0.621252,6.5
147.705293,11.842422,6.5
155.810878,5.694235,6.5
171.68884,3.013103,6.5
20.645126,-0.449673,6.5
95.357362,2.268536,6.5
98.692997,7.572489,6.5
244.430655,1.496713,6.5
96.327016,1.501529,6.5
115.838301,4.945762,6.5
75.500107,1.60887,6.5
59.91874,10.330402,6.5
100.289996,9.465982,6.5
86.717227,9.522338,6.5
37.397309,9.565634,6.5
124.326917,4.219162,6.5
312.45109,7.864184,6.5
63.869999,6.186863,6.5
324.02099,15.081994,6.5
168.966223,13.307577,6.5
303.418976,24.239028,6.5
107.945201,16.976342,6.5
332.579252,19.61635,6.5
347.3445,18.735927,6.5
83.060703,17.056058,6.5
224.264976,21.555418,6.5
21.398656,23.511515,6.5
282.09438,15.39414,6.5
287.014692,21.698921,6.5
340.219552,14.549211,6.5
294.574125,20.783392,6.5
99.363697,24.590846,6.5
294.540395,17.243218,6.5
335.914858,20.848229,6.5
236.175554,17.26423,6.5
127.922069,18.987733,6.5
329.748716,19.020303,6.5
299.251745,20.998311,6.5
333.291733,18.279813,6.5
1.254954,27.674784,6.5
104.697534,26.081073,6.5
300.592094,22.151459,6.5
76.407159,23.06105,6.5
117.140168,23.140988,6.5
37.202072,29.931753,6.5
301.244112,23.210382,6.5
196.542713,29.029225,6.5
293.401822,38.761971,6.5
134.614115,35.802657,6.5
143.914608,35.810171,6.5
83.364177,32.801181,6.5
287.18832,34.760299,6.5
198.399767,36.887581,6.5
70.951016,32.865481,6.5
21.861138,41.101152,6.5
301.590688,35.972467,6.5
299.483818,42.260771,6.5
119.964057,36.082075,6.5
310.251522,39.082322,6.5
215.558338,29.369921,6.5
86.373319,31.324825,6.5
286.570984,41.413785,6.5
191.247519,39.278921,6.5
337.893139,29.542762,6.5
76.153796,32.32027,6.5
78.322682,37.337315,6.5
339.769116,37.375417,6.5
177.789623,33.375017,6.5
308.452309,41.772658,6.5
303.520332,36.604872,6.5
52.876231,40.759934,6.5
36.965737,50.56998,6.5
355.011743,37.652648,6.5
135.419852,39.713514,6.5
200.516339,43.90337,6.5
297.830754,47.377244,6.5
200.212539,43.990181,6.5
33.38963,53.058589,6.5
333.00839,60.7591,6.5
145.77901,54.363703,6.5
303.015613,47.737046,6.5
335.02608,56.918022,6.5
75.400169,61.077994,6.5
306.270856,59.600096,6.5
142.448884,55.745233,6.5
90.767986,57.018313,6.5
195.668428,59.716305,6.5
145.319714,55.866491,6.5
220.513532,61.261903,6.5
312.406996,50.127083,6.5
57.332316,57.118271,6.5
118.016104,45.932989,6.5
140.182344,51.266066,6.5
96.703623,58.417408,6.5
173.770439,54.785403,6.5
125.12123,53.574091,6.5
116.614228,62.830524,6.5
331.460203,45.112504,6.5
18.291077,61.706201,6.5
325.876913,58.780029,6.5
301.339573,56.341416,6.5
120.628357,63.090316,6.5
272.779809,60.409532,6.5
0.414424,73.611846,6.5
201.499409,63.261274,6.5
265.492093,72.156904,6.5
47.753071,64.896266,6.5
146.152282,64.984117,6.5
288.78322,83.462751,6.5
311.137634,69.751813,6.5
82.950587,85.938528,6.5
342.230323,-63.718404,6.51
78.107327,-81.541732,6.51
240.618484,-56.854462,6.51
268.216245,-56.154808,6.51
266.780728,-59.994336,6.51
30.070424,-55.012795,6.51
219.402316,-43.111299,6.51
162.172788,-47.749895,6.51
245.362634,-48.188624,6.51
233.971998,-44.957808,6.51
60.064712,-51.564959,6.51
50.93592,-32.707089,6.51
239.991012,-40.65311,6.51
41.890626,-35.550621,6.51
269.920205,-41.487057,6.51
77.061403,-35.718283,6.51
166.976777,-30.174567,6.51
273.477212,-28.568178,6.51
325.44256,-25.101516,6.51
274.673999,-25.604791,6.51
272.992343,-28.901535,6.51
157.714134,-26.483769,6.51
293.641424,-23.858831,6.51
321.452302,-23.822098,6.51
32.889596,-17.742993,6.51
95.525449,-15.663434,6.51
174.249456,-22.948083,6.51
166.673018,-13.002829,6.51
44.552287,-12.005824,6.51
157.744846,-7.637546,6.51
4.495301,-13.45564,6.51
286.327364,-1.512203,6.51
168.915702,-12.592571,6.51
107.762717,-3.898014,6.51
126.40573,-8.95606,6.51
205.975989,-5.498935,6.51
72.115226,2.715334,6.51
100.133109,6.371251,6.51
304.251906,8.963197,6.51
303.263072,11.850852,6.51
112.996876,12.661302,6.51
96.443866,2.271678,6.51
4.190324,10.244778,6.51
115.204246,4.071815,6.51
331.662023,2.439461,6.51
202.490168,6.013533,6.51
271.83743,2.481668,6.51
259.719951,6.08545,6.51
234.117442,15.101426,6.51
176.297597,14.263334,6.51
101.54321,23.371225,6.51
198.149616,18.751778,6.51
77.21014,19.859859,6.51
48.478689,18.973336,6.51
11.97845,20.925344,6.51
308.037716,22.824335,6.51
93.079577,22.908514,6.51
160.954551,18.312986,6.51
253.02021,14.974213,6.51
67.583571,28.131889,6.51
348.942882,28.247897,6.51
273.683332,29.207305,6.51
35.018577,30.188088,6.51
186.888083,41.355058,6.51
309.38629,31.52191,6.51
294.23604,38.383826,6.51
42.720079,35.393915,6.51
345.143306,45.374807,6.51
11.562721,55.305381,6.51
108.907339,45.409486,6.51
41.790312,60.570763,6.51
347.051737,44.561847,6.51
76.067457,45.77935,6.51
218.520919,46.786489,6.51
246.633408,47.957609,6.51
290.849113,50.271289,6.51
349.760053,45.13675,6.51
81.977926,48.226642,6.51
51.449573,53.921522,6.51
328.054184,79.551773,6.51
179.157027,65.242908,6.51
273.869297,86.657752,6.51
226.784174,-71.904952,6.52
248.955587,-71.894254,6.52
209.083213,-54.132433,6.52
141.696029,-59.578776,6.52
112.047572,-58.072872,6.52
146.933102,-49.943298,6.52
103.165102,-42.504417,6.52
185.694199,-52.293049,6.52
106.587219,-43.610751,6.52
179.271385,-52.100284,6.52
314.416953,-44.129372,6.52
322.265586,-31.238559,6.52
40.010297,-30.633682,6.52
271.728096,-27.930507,6.52
142.418507,-26.594235,6.52
287.615125,-30.007118,6.52
29.144314,-32.13833,6.52
93.389496,-29.395743,6.52
250.406499,-27.809677,6.52
272.867998,-29.333053,6.52
83.466609,-29.849224,6.52
348.936365,-29.84755,6.52
258.056737,-25.255153,6.52
341.385055,-25.236925,6.52
103.342013,-24.684412,6.52
278.51665,-27.246231,6.52
269.281078,-23.939248,6.52
259.066189,-15.223729,6.52
302.121689,-15.031984,6.52
171.474998,-13.751318,6.52
19.245859,-2.279161,6.52
158.30237,-13.404238,6.52
159.297929,-11.748617,6.52
233.5867,-5.695093,6.52
220.857654,-9.699744,6.52
298.344191,4.400391,6.52
292.771716,2.011741,6.52
97.196094,-0.572409,6.52
65.204487,9.224818,6.52
7.536189,4.860111,6.52
10.299476,9.355058,6.52
299.800231,11.305566,6.52
3.289596,16.921455,6.52
295.118022,20.477074,6.52
284.68773,19.794393,6.52
255.793519,14.51134,6.52
263.947605,19.843764,6.52
184.834297,14.541639,6.52
342.663069,19.141196,6.52
358.845911,25.954994,6.52
232.615872,36.804555,6.52
326.569184,43.060772,6.52
358.234256,36.954254,6.52
271.179992,40.084183,6.52
51.289111,41.257302,6.52
263.004135,34.271147,6.52
4.224824,49.461915,6.52
217.312556,44.262141,6.52
281.746121,46.314922,6.52
52.075915,44.377237,6.52
172.553631,54.362236,6.52
197.459069,62.229123,6.52
336.26406,51.255878,6.52
158.432402,53.49739,6.52
16.595073,62.761389,6.52
240.663225,47.240353,6.52
289.942249,64.390809,6.52
138.513306,71.655836,6.52
228.715204,68.945731,6.52
23.638599,68.948136,6.52
198.366784,67.287958,6.52
284.719284,69.531291,6.52
31.166384,65.103501,6.52
254.564603,-65.204545,6.53
235.507365,-64.180288,6.53
173.937724,-72.84194,6.53
251.731439,-68.101965,6.53
352.320528,-54.501412,6.53
162.9941,-55.138332,6.53
242.991348,-54.352935,6.53
219.748243,-59.141045,6.53
105.852497,-52.425341,6.53
122.375354,-51.842754,6.53
117.808228,-47.216412,6.53
113.305518,-43.086199,6.53
88.545054,-50.362551,6.53
317.433562,-44.209821,6.53
151.303146,-42.172299,6.53
2.983569,-42.172142,6.53
142.829011,-47.952509,6.53
95.80434,-34.996841,6.53
117.3096,-40.701064,6.53
153.557121,-39.103721,6.53
65.440267,-37.781843,6.53
272.343754,-36.672533,6.53
129.333306,-40.147666,6.53
208.935148,-31.284976,6.53
271.663357,-27.594525,6.53
272.531151,-29.05842,6.53
230.737741,-26.688762,6.53
347.694141,-29.525144,6.53
123.191257,-29.91077,6.53
321.683747,-29.851314,6.53
278.636499,-24.222394,6.53
273.45838,-29.254153,6.53
270.881673,-29.247161,6.53
320.454584,-29.166071,6.53
84.528767,-27.21075,6.53
137.59583,-23.176696,6.53
35.307351,-19.915353,6.53
114.411671,-14.440761,6.53
301.35973,-12.665163,6.53
13.422222,-4.525589,6.53
43.696487,-0.04824,6.53
297.222244,11.685113,6.53
164.921204,11.705866,6.53
320.649736,2.918511,6.53
30.739879,11.018756,6.53
236.861877,1.545964,6.53
135.810868,6.815981,6.53
308.873514,6.947077,6.53
96.428036,21.645024,6.53
141.1889,19.786629,6.53
67.332639,27.404226,6.53
154.543812,27.415479,6.53
34.2935,23.767832,6.53
281.398411,21.984683,6.53
123.092409,14.00412,6.53
329.613893,14.022189,6.53
116.288892,20.316047,6.53
291.093915,28.08757,6.53
14.12783,42.978787,6.53
266.473842,38.881385,6.53
54.165933,29.22403,6.53
98.427734,33.024037,6.53
188.374237,38.069042,6.53
353.880189,32.197868,6.53
352.875548,28.666174,6.53
0.05331,38.30405,6.53
163.647319,29.630076,6.53
359.705151,32.381705,6.53
291.450053,28.759394,6.53
285.079424,40.684,6.53
94.394359,46.423953,6.53
54.433943,56.739386,6.53
31.266065,55.622258,6.53
231.919978,62.275683,6.53
16.194997,51.009781,6.53
236.88304,59.568624,6.53
5.021527,48.865449,6.53
301.797744,50.229595,6.53
141.231986,51.573881,6.53
82.357029,77.97751,6.53
317.370047,63.295668,6.53
152.281948,63.952427,6.53
6.780774,80.052142,6.53
154.504465,73.073513,6.53
238.23638,-65.152496,6.54
332.676788,-75.881434,6.54
145.663791,-72.190804,6.54
86.950557,-72.70225,6.54
161.916294,-64.547178,6.54
183.00316,-64.510405,6.54
142.387909,-62.360905,6.54
188.036662,-56.129539,6.54
318.921339,-57.631352,6.54
132.865873,-42.504503,6.54
280.337585,-50.472658,6.54
327.508085,-47.725132,6.54
302.815809,-43.662293,6.54
279.631707,-48.720777,6.54
319.468929,-48.718264,6.54
311.612847,-50.805532,6.54
281.746281,-50.094636,6.54
329.645672,-44.062611,6.54
287.401515,-36.164808,6.54
153.70919,-41.726074,6.54
214.598979,-33.220551,6.54
123.114036,-36.989231,6.54
273.042528,-29.574634,6.54
150.705414,-30.577523,6.54
223.586298,-28.348199,6.54
56.833233,-29.901727,6.54
279.102332,-28.252228,6.54
18.097157,-30.802129,6.54
316.672829,-20.180266,6.54
121.135464,-17.665544,6.54
86.558212,-23.644357,6.54
207.644141,-19.897895,6.54
14.540674,-15.682699,6.54
185.577076,-15.555406,6.54
40.981517,-7.912486,6.54
338.527561,-9.608491,6.54
179.234278,-13.754559,6.54
143.7114,-12.129546,6.54
170.130172,-10.294534,6.54
332.37444,-7.548655,6.54
96.394804,-2.991448,6.54
152.190231,-10.884801,6.54
327.647727,-8.982554,6.54
211.57405,-8.891618,6.54
22.262905,7.294091,6.54
283.591367,10.808334,6.54
95.217148,11.756222,6.54
324.3713,4.682456,6.54
308.47376,10.059736,6.54
4.484608,12.771466,6.54
356.340777,10.179838,6.54
43.442591,9.335816,6.54
64.602665,9.487161,6.54
129.52155,9.574611,6.54
30.460037,15.067086,6.54
211.623323,16.97023,6.54
111.709386,21.535647,6.54
90.101173,16.298956,6.54
295.701859,22.851633,6.54
84.286841,26.924473,6.54
83.429626,32.748929,6.54
298.719086,35.820842,6.54
59.5131,34.813969,6.54
131.042218,36.918344,6.54
107.218424,33.933913,6.54
295.704633,29.331763,6.54
295.175821,30.246923,6.54
294.633315,32.130132,6.54
314.564886,30.395938,6.54
317.986929,30.619142,6.54
281.021439,38.533082,6.54
172.792736,48.789575,6.54
20.466441,50.121983,6.54
143.581509,46.902076,6.54
140.122718,52.45098,6.54
189.218896,70.184725,6.54
276.035448,79.222698,6.54
113.665858,80.896698,6.54
212.536797,68.863384,6.54
344.45029,73.133504,6.54
341.376044,-88.818294,6.55
181.546068,-73.556785,6.55
39.882195,-64.281719,6.55
11.163615,-65.649522,6.55
299.240396,-57.925641,6.55
327.226809,-56.274009,6.55
112.619159,-50.608972,6.55
238.054842,-45.284363,6.55
72.862607,-51.725561,6.55
88.345214,-42.921331,6.55
188.300784,-52.082844,6.55
336.166778,-41.439184,6.55
250.053854,-33.743575,6.55
24.839745,-33.564777,6.55
112.57735,-40.989217,6.55
304.110199,-35.198468,6.55
288.040756,-37.583105,6.55
160.824691,-31.759721,6.55
279.484462,-28.950033,6.55
243.549716,-31.663657,6.55
5.802536,-31.035774,6.55
271.936116,-29.174147,6.55
10.393616,-25.196563,6.55
26.911809,-20.845172,6.55
222.895649,-17.790366,6.55
333.659252,-15.818532,6.55
79.2011,-17.14234,6.55
156.695305,-4.388339,6.55
33.867961,-9.466529,6.55
182.613282,-7.773975,6.55
315.284722,-13.529993,6.55
359.919356,-5.893052,6.55
313.784464,-1.373029,6.55
81.333944,-12.554092,6.55
315.646771,-9.995622,6.55
117.245753,4.333698,6.55
113.692542,2.725496,6.55
99.000442,4.498034,6.55
268.021673,1.111173,6.55
198.489859,1.456446,6.55
172.008598,11.973096,6.55
233.769091,1.669218,6.55
26.427218,8.559239,6.55
342.383919,10.478615,6.55
177.279617,5.183369,6.55
92.195965,8.669431,6.55
115.029128,5.231179,6.55
269.158117,18.612431,6.55
128.831027,19.590064,6.55
73.392088,23.315662,6.55
88.797694,15.296086,6.55
146.311364,23.474565,6.55
198.792627,18.918905,6.55
313.124632,18.027331,6.55
293.863441,15.610575,6.55
305.383529,22.848852,6.55
26.64708,17.4127,6.55
335.176417,14.032295,6.55
84.287043,26.924213,6.55
282.231783,24.055871,6.55
287.484796,35.661001,6.55
278.345997,30.89209,6.55
44.066525,29.164069,6.55
83.369679,42.108957,6.55
267.808426,40.072464,6.55
266.721634,36.087477,6.55
313.59331,28.521996,6.55
154.323435,41.467429,6.55
294.506102,35.258993,6.55
320.845947,37.406544,6.55
14.541163,39.47537,6.55
74.289809,59.12031,6.55
317.628987,47.692235,6.55
43.595071,51.166944,6.55
89.269297,49.029686,6.55
87.269374,62.808191,6.55
341.587766,46.215083,6.55
338.471452,61.778129,6.55
159.335627,56.431341,6.55
5.426691,67.823014,6.55
329.350821,66.139083,6.55
119.071799,80.265542,6.55
38.493606,71.294256,6.55
306.702367,81.434146,6.55
194.241726,67.242864,6.55
43.586649,-64.435578,6.56
170.837949,-64.954282,6.56
225.259322,-64.576052,6.56
103.195924,-54.090335,6.56
185.338039,-62.281633,6.56
222.71152,-53.368317,6.56
174.391903,-60.903229,6.56
115.779062,-49.992994,6.56
189.051102,-52.417719,6.56
120.46357,-44.599906,6.56
162.972311,-49.157561,6.56
105.098422,-49.135057,6.56
131.211519,-44.542596,6.56
300.650931,-45.196018,6.56
101.358564,-52.200925,6.56
275.007139,-48.765242,6.56
317.541681,-43.382726,6.56
116.639309,-40.059512,6.56
290.109131,-31.8176,6.56
102.433325,-24.076091,6.56
128.389643,-16.109615,6.56
162.774969,-18.332213,6.56
211.308389,-16.335986,6.56
201.526081,-16.858488,6.56
3.012587,-13.813179,6.56
155.310596,-13.786528,6.56
245.117543,-12.911039,6.56
90.536984,-5.136956,6.56
299.353049,-6.697907,6.56
59.131673,-10.853135,6.56
58.284864,-6.633748,6.56
210.019482,-8.161639,6.56
84.062616,-5.647923,6.56
97.218163,0.127958,6.56
203.757124,12.513958,6.56
280.964572,10.901141,6.56
99.705856,4.700609,6.56
126.451527,1.574316,6.56
113.739216,3.276598,6.56
292.587782,7.776219,6.56
338.164329,13.044536,6.56
94.243517,7.052575,6.56
233.269656,16.012038,6.56
345.646557,16.232431,6.56
322.176142,25.921345,6.56
134.576213,18.308277,6.56
10.719791,16.662463,6.56
258.639463,26.051903,6.56
290.226251,22.198787,6.56
123.423708,23.137731,6.56
345.639066,31.781596,6.56
337.433484,35.725631,6.56
82.110017,34.697456,6.56
112.981813,38.896068,6.56
96.162367,35.255032,6.56
331.027993,44.345118,6.56
33.510251,47.484256,6.56
249.635588,48.862294,6.56
213.820816,52.535925,6.56
86.792932,58.785528,6.56
53.8013,73.346927,6.56
99.009267,56.386065,6.56
306.965821,65.755776,6.56
284.488238,77.050824,6.56
320.588633,77.090259,6.56
78.582693,69.823749,6.56
357.990149,77.599376,6.56
33.578987,-76.357538,6.57
317.198364,-76.21247,6.57
216.796992,-66.568025,6.57
267.530666,-64.305098,6.57
304.612338,-72.979333,6.57
42.717574,-67.522384,6.57
284.000089,-80.727885,6.57
250.662446,-61.785016,6.57
348.847944,-56.691882,6.57
173.80715,-60.894554,6.57
110.095637,-56.294647,6.57
166.239858,-59.858898,6.57
350.841937,-55.553402,6.57
205.156878,-44.330234,6.57
128.224069,-47.605514,6.57
210.078643,-46.127247,6.57
77.899323,-37.395283,6.57
352.965238,-41.752383,6.57
84.450366,-34.689695,6.57
281.328034,-35.856766,6.57
214.076401,-33.241323,6.57
155.142147,-31.813672,6.57
279.080848,-27.582998,6.57
239.970113,-31.168451,6.57
346.741566,-30.048145,6.57
108.446799,-31.083634,6.57
272.612527,-27.473579,6.57
142.558746,-24.274067,6.57
142.667716,-28.766482,6.57
354.040178,-26.876313,6.57
60.891148,-25.847895,6.57
352.98329,-25.74414,6.57
287.184246,-18.952786,6.57
313.254836,-23.783196,6.57
95.928185,-16.467189,6.57
21.99768,-22.036936,6.57
322.498232,-19.147828,6.57
233.074467,-10.438752,6.57
21.4799,-8.504394,6.57
100.697761,-4.140881,6.57
88.644567,-4.064714,6.57
207.074941,-6.837379,6.57
262.447287,-5.919491,6.57
14.69061,-5.882816,6.57
118.994151,-12.608194,6.57
211.673521,-14.204889,6.57
253.66761,-11.792463,6.57
290.112804,-1.309759,6.57
314.076065,-3.561694,6.57
97.523327,9.029713,6.57
157.901061,2.844768,6.57
92.454764,2.869469,6.57
268.618079,3.732149,6.57
173.930906,10.91128,6.57
106.084062,1.48849,6.57
296.007491,9.517626,6.57
232.730973,8.579091,6.57
279.30258,11.421505,6.57
221.46574,13.101411,6.57
278.581546,20.46641,6.57
255.290116,27.196527,6.57
212.066083,24.31505,6.57
85.478176,23.326229,6.57
358.253843,17.899771,6.57
64.202875,16.214387,6.57
140.313944,15.371353,6.57
326.485263,25.583418,6.57
91.732645,16.366715,6.57
